score,time,context_window_name,context_window_size,similarity_measure_name,static_embedding_name,model_name
0.2727008610740844,2.028607665997697,mean,10,cosine,bert,bert-large-cased
0.24414897039903227,1.8625961669968092,mean,5,cosine,bert,bert-base-multilingual-cased
0.2441489529732669,1.8929194169977563,additive,5,cosine,bert,bert-base-multilingual-cased
0.23349569880914123,1.1865301249999902,mean,1,cosine,bert,bert-base-cased
0.23349568033419565,1.1768148749979446,additive,1,cosine,bert,bert-base-cased
0.2229081017456781,2.4277452920068754,additive,1,cosine,bert,bert-large-cased-whole-word-masking
0.22290808346618718,2.520348083002318,mean,1,cosine,bert,bert-large-cased-whole-word-masking
0.22042500344944016,1.8208069590036757,mean,1,cosine,bert,bert-base-multilingual-cased
0.2204249923318755,1.8790906659996836,additive,1,cosine,bert,bert-base-multilingual-cased
0.20315936451635241,1.9574097910008277,additive,1,cosine,bert,bert-large-cased
0.2031593448718071,1.9886317909986246,mean,1,cosine,bert,bert-large-cased
0.19757678737004947,1.8788214579981286,additive,0,cosine,bert,bert-base-multilingual-cased
0.19757678737004947,1.8712788749980973,mean,0,cosine,bert,bert-base-multilingual-cased
0.19757678737004947,1.913018707993615,multiplicative,0,cosine,bert,bert-base-multilingual-cased
0.1952083332007153,2.3454448750053416,multiplicative,1,cosine,bert,bert-large-cased
0.18383908105841174,1.933450416996493,mean,2,cosine,bert,bert-base-multilingual-cased
0.18383907570624292,1.9276697079985752,additive,2,cosine,bert,bert-base-multilingual-cased
0.1478926433749792,1.1739837089990033,additive,0,cosine,bert,bert-base-cased
0.1478926433749792,1.1878362919960637,mean,0,cosine,bert,bert-base-cased
0.1478926433749792,1.2922217499944963,multiplicative,0,cosine,bert,bert-base-cased
0.14604589922076983,2.043283708000672,multiplicative,10,cosine,bert,bert-large-cased
0.136560587819751,2.452337417002127,additive,0,cosine,bert,bert-large-cased-whole-word-masking
0.136560587819751,2.4420047079984215,mean,0,cosine,bert,bert-large-cased-whole-word-masking
0.136560587819751,2.7203899579981226,multiplicative,0,cosine,bert,bert-large-cased-whole-word-masking
0.1274254764650148,1.9533432499956689,additive,0,cosine,bert,bert-large-cased
0.1274254764650148,1.9824049589951755,mean,0,cosine,bert,bert-large-cased
0.1274254764650148,1.9426524579976103,multiplicative,0,cosine,bert,bert-large-cased
0.12669698695796738,1.8631205830024555,multiplicative,1,cosine,bert,bert-base-multilingual-cased
0.12536624981609978,2.6903496669983724,multiplicative,10,cosine,bert,bert-large-cased-whole-word-masking
0.11131049784958669,1.1521652079973137,multiplicative,1,cosine,bert,bert-base-cased
0.11129402844161662,1.9763788749987725,multiplicative,2,cosine,bert,bert-large-cased
0.06995230102773609,2.5601656250000815,multiplicative,1,cosine,bert,bert-large-cased-whole-word-masking
0.05878911488616667,2.4623657909978647,multiplicative,2,cosine,bert,bert-large-cased-whole-word-masking
0.051391674754441286,1.4147640840019449,multiplicative,2,cosine,bert,bert-base-cased
-0.024967609953651992,1.2831109580001794,multiplicative,10,cosine,bert,bert-base-cased
-0.0361656491725495,2.575005124999734,multiplicative,5,cosine,bert,bert-large-cased-whole-word-masking
-0.04918186922470613,1.1748016670026118,multiplicative,5,cosine,bert,bert-base-cased
-0.0645173987564176,2.026105125005415,multiplicative,2,cosine,bert,bert-base-multilingual-cased
-0.07350978602327629,2.1178669590008212,multiplicative,5,cosine,bert,bert-large-cased
