score,time,similarity_measure_name,contextual_embedding_name,model_name
0.37116820177399346,33.748188291996485,cosine,bert,bert-base-multilingual-cased
0.19409369401505194,97.79592583300109,cosine,bert,bert-large-cased-whole-word-masking
0.13472888432488683,95.23574408299464,cosine,bert,bert-large-cased
0.1054030411966066,35.03681391599821,cosine,bert,bert-base-cased
