score,time,context_window_name,context_window_size,similarity_measure_name,static_embedding_name,model_name
-0.06669144968442198,1.8897719169981428,mean,1,cosine,bert,bert-large-cased
-0.06708340103986088,2.4017184999975143,multiplicative,1,cosine,bert,bert-large-cased-whole-word-masking
-0.06830688985323619,1.1202805840002839,multiplicative,1,cosine,bert,bert-base-cased
-0.07873175553533374,1.8777766669954872,multiplicative,1,cosine,bert,bert-large-cased
-0.08369214086384935,2.050979791005375,multiplicative,5,cosine,bert,bert-large-cased
-0.08422824894422787,2.6265501669986406,multiplicative,10,cosine,bert,bert-large-cased-whole-word-masking
-0.10549800535561826,3.2704307080057333,mean,1,cosine,bert,bert-base-cased
-0.10549801986615392,1.127815042003931,additive,1,cosine,bert,bert-base-cased
-0.1261532390809954,2.6750741669966374,mean,1,cosine,bert,bert-large-cased-whole-word-masking
-0.1261532622516084,2.6684562919981545,additive,1,cosine,bert,bert-large-cased-whole-word-masking
,1.1334122080006637,multiplicative,20,cosine,bert,bert-base-cased
,1.8186771670007147,multiplicative,20,cosine,bert,bert-base-multilingual-cased
,1.938531082996633,multiplicative,20,cosine,bert,bert-large-cased
,2.422410833001777,multiplicative,20,cosine,bert,bert-large-cased-whole-word-masking
,1.4208091250038706,multiplicative,50,cosine,bert,bert-base-cased
,2.022867458006658,multiplicative,50,cosine,bert,bert-base-multilingual-cased
,1.9270134170001256,multiplicative,50,cosine,bert,bert-large-cased
,2.711540749995038,multiplicative,50,cosine,bert,bert-large-cased-whole-word-masking
