score,time,context_window_name,context_window_size,similarity_measure_name,static_embedding_name,model_name
0.4570092159872121,3.0931053750027786,additive,20,cosine,bert,bert-large-cased-whole-word-masking
0.4570092110185552,3.2118203329955577,mean,20,cosine,bert,bert-large-cased-whole-word-masking
0.44846400964363964,2.5420304170038435,additive,20,cosine,bert,bert-base-multilingual-cased
0.4484639820882046,2.5654120830004103,mean,20,cosine,bert,bert-base-multilingual-cased
0.4441893024495861,1.7874687919975258,additive,20,cosine,bert,bert-base-cased
0.44418928883555675,1.861121624999214,mean,20,cosine,bert,bert-base-cased
0.42250622205882604,2.733625209002639,mean,20,cosine,bert,bert-large-cased
0.42250620128295147,2.5660511659953045,additive,20,cosine,bert,bert-large-cased
0.4072413192423123,1.7674403329947381,additive,10,cosine,bert,bert-base-cased
0.4072413012260998,1.755186666996451,mean,10,cosine,bert,bert-base-cased
0.40655965783471837,3.0645169589988654,mean,10,cosine,bert,bert-large-cased-whole-word-masking
0.4065596534943037,3.291933084001357,additive,10,cosine,bert,bert-large-cased-whole-word-masking
0.4056125548582624,2.495957958002691,additive,10,cosine,bert,bert-base-multilingual-cased
0.4056125449041179,2.58850954099762,mean,10,cosine,bert,bert-base-multilingual-cased
0.3897471174106686,1.813970999995945,additive,5,cosine,bert,bert-base-cased
0.3897471046801677,1.7653590420013643,mean,5,cosine,bert,bert-base-cased
0.3750988127218564,1.7627605000016047,mean,2,cosine,bert,bert-base-cased
0.3750987966509094,1.810943500000576,additive,2,cosine,bert,bert-base-cased
0.3735067347784804,3.130008457999793,additive,2,cosine,bert,bert-large-cased-whole-word-masking
0.373506729531339,2.9728596249988186,mean,2,cosine,bert,bert-large-cased-whole-word-masking
0.3712376643525881,3.16742987500038,additive,5,cosine,bert,bert-large-cased-whole-word-masking
0.3712376545693744,3.001023875003739,mean,5,cosine,bert,bert-large-cased-whole-word-masking
0.37015332850110694,2.517322207997495,mean,10,cosine,bert,bert-large-cased
0.37015325259782705,2.643419874999381,additive,10,cosine,bert,bert-large-cased
0.36626795384680677,2.488956708999467,mean,2,cosine,bert,bert-base-multilingual-cased
0.3662679496728031,2.633261750001111,additive,2,cosine,bert,bert-base-multilingual-cased
0.361295182971761,2.9961930830031633,mean,1,cosine,bert,bert-large-cased-whole-word-masking
0.36129517976909,3.3878657079985715,additive,1,cosine,bert,bert-large-cased-whole-word-masking
0.3550863008978571,2.5099289170029806,mean,5,cosine,bert,bert-base-multilingual-cased
0.3550862756179757,2.514810041997407,additive,5,cosine,bert,bert-base-multilingual-cased
0.353826339478882,2.7931334169988986,mean,50,cosine,bert,bert-base-multilingual-cased
0.35382632700905725,2.569286790996557,additive,50,cosine,bert,bert-base-multilingual-cased
0.35201182929668695,3.044241999996302,additive,1,cosine,bert,bert-base-multilingual-cased
0.35201181911751167,2.4957260829978622,mean,1,cosine,bert,bert-base-multilingual-cased
0.35139659741779905,1.799720625000191,mean,1,cosine,bert,bert-base-cased
0.3513965891604607,1.7984523339982843,additive,1,cosine,bert,bert-base-cased
0.3510045228902694,1.9960365000006277,mean,50,cosine,bert,bert-base-cased
0.35100446434125576,1.9016312919993652,additive,50,cosine,bert,bert-base-cased
0.3468881319293047,3.104624416999286,mean,50,cosine,bert,bert-large-cased
0.3468879610868061,2.5509133330051554,additive,50,cosine,bert,bert-large-cased
0.3461650745222147,3.116456667004968,additive,50,cosine,bert,bert-large-cased-whole-word-masking
0.34616502640820923,3.5391422920001787,mean,50,cosine,bert,bert-large-cased-whole-word-masking
0.3447164619109313,2.504581708002661,mean,5,cosine,bert,bert-large-cased
0.3447164394794979,2.4417108749985346,additive,5,cosine,bert,bert-large-cased
0.3135833167973914,2.9741816660025506,additive,2,cosine,bert,bert-large-cased
0.3135833019719657,2.5745300839989795,mean,2,cosine,bert,bert-large-cased
0.3016862987551012,1.8085094999987632,additive,0,cosine,bert,bert-base-cased
0.3016862987551012,1.7509878330020001,mean,0,cosine,bert,bert-base-cased
0.3016862987551012,1.8446205830041436,multiplicative,0,cosine,bert,bert-base-cased
0.29733723505755894,3.2860948749948875,additive,1,cosine,bert,bert-large-cased
0.29733721731899276,2.5304568749997998,mean,1,cosine,bert,bert-large-cased
0.29619985644311797,3.0834269170009065,additive,0,cosine,bert,bert-large-cased
0.29619985644311797,2.546688041999005,mean,0,cosine,bert,bert-large-cased
0.29619985644311797,2.9588399170024786,multiplicative,0,cosine,bert,bert-large-cased
0.2857120295371254,3.1910662919981405,additive,0,cosine,bert,bert-large-cased-whole-word-masking
0.2857120295371254,3.017854207995697,mean,0,cosine,bert,bert-large-cased-whole-word-masking
0.2857120295371254,3.0672960830052034,multiplicative,0,cosine,bert,bert-large-cased-whole-word-masking
0.20624423559706662,1.7728232080044108,multiplicative,10,cosine,bert,bert-base-cased
0.20321100563319006,2.78658758399979,multiplicative,10,cosine,bert,bert-large-cased
0.19019486001660835,3.1026556249998976,multiplicative,10,cosine,bert,bert-large-cased-whole-word-masking
0.16282003913753096,3.2151864580009715,multiplicative,1,cosine,bert,bert-large-cased
0.16099802290664367,2.8105596250024973,additive,0,cosine,bert,bert-base-multilingual-cased
0.16099802290664367,2.526323541002057,mean,0,cosine,bert,bert-base-multilingual-cased
0.16099802290664367,2.5535013339977013,multiplicative,0,cosine,bert,bert-base-multilingual-cased
0.13076118298159933,2.5958211250035674,multiplicative,10,cosine,bert,bert-base-multilingual-cased
0.12756987634665407,3.1685549999965588,multiplicative,1,cosine,bert,bert-large-cased-whole-word-masking
