language,embedding,model_name,context_window_size,context_window_operation,similarity_measure,best_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time
en,sum,1,pooled,bert-base-uncased,cosine,0.6579961645480481,0.7665289640426636,0.020381258562491865,76.46910662651062,2.7618933012804834
